(-0.00942972672345+0j) (-0.00226694814658+0j) (0.0111656135027+0j) (0.00700302145378+0j) (0.00683787228182+0j) (0.00289786324252+0j) (0.0137434067997+0j) (-0.00588504800074+0j) (-0.00428870937554+0j) (0.00070005146234+0j) (0.00966576526442+0j) (-0.00520183597791+0j) (-0.00455974971787+0j) (-0.00194563541189+0j) (-0.00589329782216+0j) (-0.000791292071161+0j) (0.00498613851165+0j) (0.00809063827316+0j) (0.0048297620915+0j) (-0.00236929500148+0j)
(0.0189138095396-0.0341701139778j) (0.0396498686694-0.0664406705381j) (0.0563095638236-0.0970537815145j) (0.074217877206-0.124857016425j) (0.090510730218-0.150536022964j) (0.103165777035-0.172920732002j) (0.115027459589-0.189562838588j) (0.123146784608-0.205399799769j) (0.128853483575-0.214546236142j) (0.131480887724-0.218042926952j) (0.131289469816-0.219119088763j) (0.128760644445-0.214225223831j) (0.12208148673-0.204666562123j) (0.11331626178-0.19031271588j) (0.100927759798-0.172924608317j) (0.0887523062443-0.150920288678j) (0.0736935050137-0.124325146688j) (0.0578667656132-0.0954641456646j) (0.0383763237633-0.0646722877649j) (0.0181425240477-0.0339705519341j)
(0.0155440975518-0.0169748497975j) (0.0327511266901-0.0304685202014j) (0.0472158538173-0.0437039939963j) (0.0609200505595-0.0561527218794j) (0.0742944262881-0.0667357273506j) (0.0864543488821-0.076535803861j) (0.0962978271637-0.08443492222j) (0.102847850484-0.0922597002764j) (0.108085219117-0.0938089608437j) (0.110908914784-0.0943984004833j) (0.109760469799-0.0950982343485j) (0.107967882252-0.0932867737293j) (0.103101496139-0.0881696196192j) (0.0952811206598-0.0819186827288j) (0.0865629515201-0.0737161787648j) (0.0746540960194-0.0657076708125j) (0.0622050935123-0.0537736968061j) (0.0481166965096-0.0418276613958j) (0.0335770224633-0.028443457913j) (0.0159276931277-0.0145229696207j)
(0.0153947108915-0.00259154479966j) (0.0327199882727-0.00464778178979j) (0.0485458081294-0.0081813148799j) (0.0656461019037-0.00933154020644j) (0.0776061644092-0.00819744693228j) (0.0914691354369-0.0105451678616j) (0.10117241701-0.0132784117332j) (0.108121262142-0.011680069573j) (0.113183436779-0.013602840954j) (0.11703534738-0.0144246280399j) (0.115288596593-0.0125904088183j) (0.112909288634-0.0136827719685j) (0.107857408734-0.011240388828j) (0.099406261181-0.00907209212941j) (0.0900526244756-0.00943597439901j) (0.0775418821035-0.00807144754651j) (0.0624313346344-0.00647731722684j) (0.0485846030333-0.00445273528013j) (0.0317446222433-0.00586039750724j) (0.0169534815226-0.00266367077032j)
(0.0102759928733-0.00197752488631j) (0.0216793309723-0.00121924904575j) (0.0312094724612-0.00106317595004j) (0.042875680331-0.000754894625507j) (0.0496349427346+0.000467859387275j) (0.0593216191825-0.00102157083413j) (0.0644646830866-0.00098919367183j) (0.0687685750342+3.98791230351e-05j) (0.0734543002954-0.00034523535691j) (0.0751178179859-0.00117298429321j) (0.0739543182636-0.000609870759374j) (0.0716563148458-0.000173860168296j) (0.0706619411879+0.00023183818874j) (0.0648789036178+7.54690041274e-05j) (0.059414952316-0.00237011432812j) (0.0507509822529-0.00107779535955j) (0.0404825326199-0.00129914181907j) (0.0321336879607+0.000613202039365j) (0.0200324456019-0.00160642837183j) (0.0103399436049-0.000893004664548j)
(0.00674595476577-0.00104888881406j) (0.0130000608882-0.00148788977697j) (0.0173630108255-0.00122043275319j) (0.0250988830887-0.000380405645388j) (0.0291356782879-0.000560032586497j) (0.033577049201-0.00126622099171j) (0.038401786165-0.000450963099372j) (0.0412879084959-0.000276381287815j) (0.0441280876497+0.00149804588163j) (0.0469146853599-0.00171847679625j) (0.0450938436177-0.00157949584971j) (0.0439969045917-0.00130590374836j) (0.0416274860195-0.00207910729719j) (0.0401971726542-0.000580879776131j) (0.0368025890973-0.0020805975021j) (0.0326323926041-0.00188128544345j) (0.0257787239436-0.00162076430874j) (0.0201522073494-0.00263372905717j) (0.0131385774761-0.000559738058063j) (0.00554428602095-0.00192719958009j)
(0.00949634179711-0.00125691893762j) (0.0164570412857-0.00240914166848j) (0.0236148569686-0.00455422125351j) (0.030107342464-0.00566524599995j) (0.0400255670263-0.00576263778295j) (0.0425404334555-0.00465485949255j) (0.0483295247906-0.00617840460279j) (0.0538965790628-0.00538675114549j) (0.054348217827-0.00410879038034j) (0.0575496960005-0.0079468823689j) (0.0575261231426-0.00667546003681j) (0.0557956076676-0.00719249271904j) (0.0525805818193-0.00777887605398j) (0.0486629816156-0.00371482171724j) (0.0441785426738-0.00627767370843j) (0.0404431444096-0.0057328470269j) (0.0314200897697-0.00456964908997j) (0.0250193045198-0.00489054788177j) (0.0179284498075-0.00208720606307j) (0.00734458666012-0.00328080817155j)
(0.00697235740934-0.00159350998162j) (0.0145175724091-0.00248016780925j) (0.0179274304972-0.00357905874155j) (0.0216199791657-0.00393113731806j) (0.0291814707617-0.00518504269924j) (0.0337472916011-0.00524399334865j) (0.0373665453612-0.00658655776406j) (0.0416182033413-0.00476664460258j) (0.0420156997372-0.0040722533421j) (0.0448489535232-0.00439007972617j) (0.0457282102318-0.00418139313676j) (0.0449397047568-0.00560914036979j) (0.0423610355288-0.00650279043855j) (0.0386867659485-0.00591285727767j) (0.0341389566267-0.00488270602125j) (0.0298519238394-0.00408116407232j) (0.0249357497214-0.00375031570869j) (0.0196588841176-0.00532454673941j) (0.0133587776243-0.00329396048816j) (0.00598849182031-0.00257177332115j)
(0.00324837043381-0.000233542378254j) (0.0139625539255+0.000535288843348j) (0.0152846786145+0.00204305970918j) (0.0205774787769+0.00316318981225j) (0.0263817651679+0.00344087934539j) (0.0338145357283+0.00310403131351j) (0.036240527908+0.00320477893289j) (0.0407229706304+0.00291464340188j) (0.0443583694185+0.0038419606224j) (0.0462017363365+0.00352000040658j) (0.0445788403445+0.00339543296549j) (0.0428224424141+0.00294420157481j) (0.041468001186+0.000939772647721j) (0.0385537748872+0.000871508819735j) (0.0318769204564+0.00176773653274j) (0.0276569599858+0.0013150996361j) (0.0242829969064+0.000507297139805j) (0.0185124230459-0.00225482981686j) (0.0115034001676+0.000658822562791j) (0.00588306542439+0.000431299701427j)
(0.00376010610805+0.000729825481439j) (0.00964214147822+0.00244164386988j) (0.0151929670061+0.00234765529792j) (0.0190678089819+0.00387710171783j) (0.026251836243+0.00555712610432j) (0.0309428242514+0.00560169764073j) (0.0323717263154+0.00656966296948j) (0.0380511839076+0.00789446217281j) (0.0396952757671+0.00747449762556j) (0.0379137436602+0.00607995243912j) (0.0377558321429+0.00859282032084j) (0.0348774357257+0.00836380953541j) (0.0321066378179+0.0079223095977j) (0.0296205044801+0.00606671456392j) (0.0242469462968+0.00662725707236j) (0.0186322984498+0.00790680457185j) (0.0146145531808+0.00547717787585j) (0.0123769588459+0.00577747174055j) (0.00670291509616+0.00356912801874j) (0.00244492326895+0.00156859104062j)
(0.00277552400959-0.00173979748993j) (0.00714153430376+0.000951085927846j) (0.0108931843725+0.00129453988854j) (0.0154359689378+0.0014015476729j) (0.0199607667002+0.00142962450985j) (0.0249614877693+0.00131031342538j) (0.0255579081704+0.00214802645277j) (0.0284664967591+0.00266052214222j) (0.0298178124604+0.00428257873205j) (0.0284552561807+0.00355683404547j) (0.0287131077177+0.00406565208743j) (0.0264191022735+0.00636902280292j) (0.0230629920578+0.00619101335175j) (0.0218672458033+0.00454165924072j) (0.0173580313568+0.00558669600786j) (0.0145998875951+0.00343621851287j) (0.0101420772078+0.0024881760501j) (0.00733667519564+0.00344261244521j) (0.00516692452687+0.00184910650597j) (0.00151027543665+0.000453632055223j)
(0.00304710821114-0.00447599389866j) (0.00797856613696-0.00118156023394j) (0.0116333884623+0.000462104049375j) (0.0189328467346-0.00173287832455j) (0.0240827677484+0.000523090758979j) (0.0305795056425+0.0016637104816j) (0.0343641208115+0.00187539679888j) (0.0373859544004+0.001391264419j) (0.0387896688273+0.00423094601839j) (0.0397347846659+0.00213173746728j) (0.0385258471415+0.00249383144554j) (0.0384365576332+0.00343226251181j) (0.033887951828+0.00339261168288j) (0.031590610509+0.00314274483259j) (0.0260433373089+0.00254635637015j) (0.02373892873-9.10376209682e-05j) (0.0189705189638-0.000788594287206j) (0.0140911812293-0.00185711644571j) (0.00780772406473-0.00201318074258j) (0.00369372708266-0.00284496419131j)
(0.00224575692135-0.0030583197587j) (0.0060567499923-0.00170270623741j) (0.00856522112406-0.00216527668377j) (0.0132616946515-0.00328079849664j) (0.0206597166906-0.00359334730443j) (0.0228137100613-0.00304447001081j) (0.0293373723887-0.00141561875157j) (0.0317660804409-0.000976193608936j) (0.031797788794-0.00182605914895j) (0.0342635736358-0.00307290567246j) (0.0337880546594-0.0009432672594j) (0.0364985042075-0.00245443431482j) (0.0320835216994-0.00068100586125j) (0.0313350777356-0.00257271840685j) (0.0279658888556-0.00211806227245j) (0.0241762525225-0.00430518486268j) (0.021991222466-0.00269942344061j) (0.0168088931737-0.00358873544416j) (0.0115096145965-0.00502407589333j) (0.00563280711204-0.00377159163421j)
(0.00312966580288-0.0015641275861j) (0.00587916808233-0.00191516605445j) (0.00773467608921-0.00351388173874j) (0.00982714207489-0.00292555804779j) (0.0171332391318-0.00318064177771j) (0.0192452082348-0.00420018635895j) (0.0253210473268-0.00246613811353j) (0.0256753705887-0.00261561075213j) (0.0260696948156-0.00169013417057j) (0.0295156106872-0.000816737165824j) (0.0309186456522-0.000527509123197j) (0.0304737711685+0.000907914648376j) (0.0284466708636-0.000174734867576j) (0.0304377188939-0.00100882133059j) (0.0257026379247-0.00102285481163j) (0.0240714559391+0.00102021689008j) (0.019334010802-0.00020897226679j) (0.0141405267487+0.00041051147008j) (0.0101289707322-0.000704032687583j) (0.00554290129294-0.00189109988667j)
(0.00526969427619-0.000363197833828j) (0.00806569065559-0.00437134850284j) (0.0121501290898-0.00511123952404j) (0.0150463763463-0.00262262366286j) (0.0214701676733-0.00336443101426j) (0.0238685962532-0.00310458719763j) (0.0258855361524-0.00430306543795j) (0.0273793253726-0.00432884120116j) (0.0273844694056-0.00504896898383j) (0.0276484641294-0.00148232137282j) (0.0291987592366-0.0034630451667j) (0.0264391538071-0.00356521415002j) (0.0270606219009-0.00174206542194j) (0.0252923831397-0.00308849359861j) (0.023220994856-0.00370135572172j) (0.0182273959606-0.0024534387132j) (0.0152372689965-0.00151367464314j) (0.0109338932516-0.00345365572839j) (0.00673805937937-0.00474583261636j) (0.00665140861209-0.0026417788894j)
(0.0044505300849-0.000686368382117j) (0.00658780370169-0.00152430598939j) (0.0111096785512-0.00296135992442j) (0.0141894222828+7.06359166763e-05j) (0.0194140170096+0.0018244552634j) (0.0204106787936-0.00194971163115j) (0.0216793803594+0.000448872393259j) (0.0225275945826+0.000328535224383j) (0.0254817320508-0.00172890266882j) (0.0231221040343+0.000663338298596j) (0.0250991409312-0.00138969570599j) (0.0251476824863-0.0032947253239j) (0.0222959237607-1.36691832116e-05j) (0.0218450568045-0.00172160752154j) (0.0189844572566-0.00321263832539j) (0.0157167916268-0.00271114204593j) (0.0121583624379-0.00281447131268j) (0.00630350154435-0.00348607192923j) (0.00455370886461-0.00367584825038j) (0.00389576956652-0.00191586641534j)
(0.00283513107178-0.00233307997046j) (0.00565475874082-0.00161847092392j) (0.00770543343313-0.00295109387216j) (0.00987974045882-0.000863524786404j) (0.0120404966177-9.28848377377e-05j) (0.0135873349664-0.00243834414403j) (0.0175123619438-0.000513030743983j) (0.0176877201671+0.000693817523745j) (0.0214807942394-0.000332001591964j) (0.0217109134289-0.000498952054153j) (0.024997325296+0.000374077913371j) (0.0254464297334-0.000921907968837j) (0.0229588984378+0.000104535194057j) (0.0239457004164+0.000655923713412j) (0.017860488368+0.000243027376567j) (0.0176795980988-0.000756334797309j) (0.0130094273033+1.49603365745e-05j) (0.0087733108717+0.000488875642243j) (0.006562089493-0.000609467235072j) (0.00193317132958+0.000472571439935j)
(0.00321724894146-0.00237304152575j) (0.00488391873938+0.000256239903706j) (0.00671145879573-0.00117963299026j) (0.00823425263831+6.08243305778e-08j) (0.012919172113-0.00126004795356j) (0.0148798673724-0.000322361499157j) (0.017944234824-0.000991841911592j) (0.0191858482648-0.000538255738574j) (0.0250202609603+0.00105085468865j) (0.0250049675434-7.95799711604e-05j) (0.0264782801579+0.00144046243426j) (0.0263352841007+0.00146879803181j) (0.0249742579511+0.00222179664504j) (0.0241306638354+0.00257494506076j) (0.0176962658475+0.0010603241924j) (0.0157396877694+0.0005296050802j) (0.0110330620016+0.00255000429532j) (0.00813365866674+0.00138894116717j) (0.00443122713949+0.00230090964169j) (0.000849721405765-0.00175439354672j)
(0.00400140893741-0.00281705038195j) (0.00347734080704-0.00114077752215j) (0.00553776857943-0.00169896392882j) (0.0118967471243-0.000204391130745j) (0.0139961871513-0.00114857146539j) (0.014740717078-0.000245348127274j) (0.0165743834075-0.000504150275539j) (0.0199171660048+0.000919119153431j) (0.0235462293637-0.000778044430707j) (0.0236892143829-0.00064266084151j) (0.026689417079+0.000201640484426j) (0.0236905937754+0.000221514146554j) (0.0257846000642-0.000606721888243j) (0.0229962918727+0.00274447307568j) (0.0193447043447-0.000319813803695j) (0.0160069727795-0.0011374102286j) (0.0100543636014+0.00359074983588j) (0.00960314194904-0.0015739272313j) (0.00342247161803+0.000796546770692j) (0.00103597360406-0.00305430915228j)
(0.00187846854051-0.0032656019306j) (0.0027881708363-0.00201546975135j) (0.003100209555-0.00497430932407j) (0.00808545470132-0.00344726839355j) (0.0092371692774-0.00357175790839j) (0.00991559830655-0.00420474946683j) (0.0101089190993-0.00377188811067j) (0.0145081409504-0.00290750957764j) (0.0164032477133-0.00219396720324j) (0.0167750725608-0.00054836338687j) (0.0198113872308+0.000963710505452j) (0.0183648911927+0.00338464505064j) (0.0212188368799+0.00486470764291j) (0.0185521432899+0.00526287037871j) (0.0178061340414+0.00579225100923j) (0.0174925520066+0.00423660675026j) (0.0129415790482+0.00686526514273j) (0.00983938843109+0.00277035474255j) (0.00595990227081+0.00318157121084j) (0.00112181794565-0.000977949927365j)
(6.80798056989e-05-0.00520701951684j) (-0.000592791324417-0.00684622076706j) (0.000738274777501-0.00865649790325j) (0.00194796884059-0.010968350345j) (0.00415564368313-0.0100542490462j) (0.00674966099891-0.0107054603794j) (0.0094173934021-0.00913296078981j) (0.0129700866466-0.00750683745646j) (0.013995685158-0.00312002042674j) (0.0157211128412-0.0016240405157j) (0.0181754579051+0.00274808955722j) (0.0183143768338+0.00725348554032j) (0.0196608519008+0.00763659917586j) (0.017768341665+0.00697851538537j) (0.0153937717297+0.00994588523415j) (0.0149812909931+0.00878236520581j) (0.0132084842288+0.00918396129755j) (0.00993470296156+0.00857402065541j) (0.00642149000425+0.00682871242975j) (0.00290772691001+0.00162478412397j)
(-0.0014887827404-0.00101517475137j) (-0.00059729041408+0.000575169138714j) (0.0029681189565+2.81556428843e-05j) (0.00253960757573-0.00138340927673j) (0.00634413299983-0.00237623136117j) (0.00932207411152+0.000899712947918j) (0.012513270918+0.000572585763044j) (0.0144876005478+0.00103352818044j) (0.0170668752693+0.00541281993803j) (0.019847700147+0.00365344668098j) (0.0200635271913+0.00448074652759j) (0.0205980766758+0.00216533898471j) (0.021115096872+0.000914801187394j) (0.019997353144-0.00103475964273j) (0.0203319307218-0.000659149055279j) (0.016738945369-0.0015375478993j) (0.0142773830563-0.000203983334266j) (0.0125443225831+0.00206071881346j) (0.00877039259262+0.000679194242529j) (0.0032379524986-0.00245430510503j)
(-0.00172412689039+0.000648414281298j) (-0.000512680984813+0.00122952814541j) (-0.00242659571916+0.00248315353466j) (-0.00333073297082+0.00260554106192j) (0.000120436009092+0.00208409019499j) (0.00251382517757+0.00582491009347j) (0.00707306388752+0.00311078501225j) (0.00983885618484+0.0022812936282j) (0.0144853480821+0.00459580304674j) (0.0192319716783+0.00398008953571j) (0.0191527229921+0.00245968480234j) (0.0205813122288-0.000209727891045j) (0.022646164646-0.0030702888387j) (0.0203605850424-0.00309632021401j) (0.0213726190059-0.00255974743596j) (0.0187002322834-0.00389884407711j) (0.0159050407461-0.00100923070363j) (0.0111956885464-0.00293627276917j) (0.00680992572819-0.00263469441323j) (0.00172948282334-0.00258261371541j)
(-0.00274125338733-0.00227073854251j) (-0.00439925584096-0.00370220593695j) (-0.00905746854271-0.00411405617153j) (-0.00760695996573-0.00231806506652j) (-0.00422185359242-0.0035054389705j) (-0.00395084261078+0.00086500771826j) (-0.00211819555419+4.75183611337e-05j) (0.00174518190219+0.00031752129901j) (0.00660162499007+0.0012880549198j) (0.0118071916599+0.00397262522628j) (0.0165247057882+0.00337917316678j) (0.021255086097-0.000897143996587j) (0.0216123394637-0.00106601018757j) (0.0237331140478+0.00128232131346j) (0.0233305330844+0.000165737028718j) (0.0198614412145-0.00143468591853j) (0.0148625447086+0.000368685671077j) (0.0130971108678-0.000691325116545j) (0.00634785497918-0.000143420014898j) (0.00539137017342-0.000901720480603j)
(0.000928950538051-0.0043339528645j) (0.00517378190796-0.00556212230428j) (0.00442673920751-0.00626427893546j) (0.00589929930024-0.00680420446619j) (0.0116833493967-0.00665811553829j) (0.0117815134142-0.00513077062696j) (0.012621092823-0.00298848904542j) (0.0136918667842-0.000506707198397j) (0.0173019924152+0.00156696129163j) (0.0179378105888+0.00334317320804j) (0.0180466103405+0.00505745844853j) (0.0200444269845+0.000296703619678j) (0.0187178866004-0.000225548272303j) (0.0185647803206+0.00551746696138j) (0.012104230674+0.00124655927371j) (0.0107715595351-0.00120714045153j) (0.00442206863306-0.00120467821406j) (0.00566975413769+0.000746925484634j) (-3.08121396961e-05+7.792033242e-05j) (0.000769317613529+0.000392255408943j)
(-0.00171880994082-0.00403147674542j) (0.00545880388772-0.00264950573916j) (0.00605184814613-0.0095867211317j) (0.00601606514651-0.0114068329371j) (0.00980810547886-0.00796781567303j) (0.00908942480979-0.00992966492048j) (0.0132159217525-0.00477339077554j) (0.0165427370848-0.00445588570566j) (0.0152549008421-0.000615099620189j) (0.0152587551584+0.000797855130089j) (0.0132312305877+0.00411371125605j) (0.0125068081454+0.00223065526576j) (0.0130707636981+0.00393444181279j) (0.00922181494722+0.00364821503268j) (0.00641717168926+0.00242814085268j) (0.00308690679443+0.000546702658932j) (-0.00154962776978+0.00134652549788j) (-0.000657175986169-0.000670271172162j) (-0.00258749168714-0.00169757639514j) (-0.00076023671902-0.00145505011799j)
(-0.00329353778409-0.000625542701468j) (-0.00112009459275+0.00105781330674j) (0.000173935600268-0.00102696211883j) (-0.00258713227928-0.000597245891026j) (0.00109930373209+0.00160361076355j) (0.00122265674775-0.00133452126937j) (0.00598106852885+0.00276352102411j) (0.0111563061416+0.00132479465069j) (0.0101597349113+0.00151775633459j) (0.0135412037268+0.000184842999921j) (0.0152433151103+0.000793343168594j) (0.0203732636018-0.00232699152406j) (0.0216129966062-0.00116337068026j) (0.0199655818692-0.003835161375j) (0.0211281146716-0.00366886142291j) (0.0182379760164-0.00379943539431j) (0.0152112299671-0.00360991399657j) (0.0113488158093-0.00363677803101j) (0.00921292518363-0.00175529198947j) (0.00501691817942-0.00144264223585j)
(-0.00382556617603+0.00561400705906j) (-0.00656657852868+0.00974392727693j) (-0.00472786524825+0.0122041898851j) (-0.00649031158055+0.0142493891097j) (-0.00401294524812+0.0143231763551j) (-0.00405587498951+0.015162912412j) (0.001558567991+0.0137475078634j) (0.0055266888637+0.00985631738377j) (0.00744824253001+0.00525881472753j) (0.0133768204591+0.0020589299617j) (0.0148736462079-0.00220495727973j) (0.019320913558-0.0090986284378j) (0.0190554644097-0.0108911193448j) (0.0205998585086-0.0114972055736j) (0.0231705280715-0.0111247008569j) (0.0174364946067-0.0123003236481j) (0.0188078215581-0.0124299283911j) (0.0164163084167-0.00886370564203j) (0.0119123993083-0.00589828131467j) (0.00755249976327-0.00496494545097j)
(-0.00175153438001-0.00709567463803j) (-0.00607972243571-0.0137674509814j) (-0.0022121460999-0.0184109724152j) (-0.00505115462872-0.0223706974947j) (-0.00314166985203-0.0227874659805j) (-0.0040814790441-0.0213210272366j) (0.00335655744687-0.0202860842432j) (0.00787144332854-0.015611767913j) (0.011980508002-0.00924417749595j) (0.0222965606665-0.0052094562197j) (0.0229754397394+0.00234767457829j) (0.029240266439+0.0079889437697j) (0.0296532564214+0.0155632237289j) (0.0323496100366+0.0198660318374j) (0.0314849935794+0.025775655185j) (0.02539960394+0.0251575712826j) (0.0219793677451+0.0215905760512j) (0.019718450712+0.0195585324413j) (0.0147571763173+0.0123106378267j) (0.00717820527493+0.00434351513396j)
(0.00658390238759+0.00262944489484j) (0.0170301892829+0.00700478516153j) (0.0256314650026+0.0107200736j) (0.031545352076+0.0122748900205j) (0.0358122907104+0.0172769021551j) (0.0365408866905+0.0165650228381j) (0.0344011327661+0.0142732503691j) (0.0332155470253+0.0123134135688j) (0.0268321734291+0.00929034889827j) (0.0214932977876+0.00353580095788j) (0.0123648257132-0.00136065081233j) (0.00342954966775-0.00518363483187j) (-0.00665519113253-0.0087378270641j) (-0.0150452866731-0.0143779490555j) (-0.0210146089855-0.0148396424533j) (-0.0263871372093-0.0172550489531j) (-0.0270721745784-0.0168317012002j) (-0.0224163182213-0.0142833395226j) (-0.0151050006383-0.0101014492497j) (-0.00991761664274-0.00733719544505j)
(0.0114818213131+0.0190416267895j) (0.027142434958+0.0374274524563j) (0.0368779285141+0.0536848514629j) (0.0471870893562+0.0631212334029j) (0.0507935600755+0.0702838515793j) (0.0547816489124+0.0691928398976j) (0.0511333288467+0.058824783458j) (0.0477643410613+0.0469400303815j) (0.0366831937899+0.0311162468134j) (0.0215709461679+0.00962108765523j) (0.00858099666703-0.0116557061028j) (-0.00422846737885-0.0302110485995j) (-0.0172113702278-0.0438652716387j) (-0.0251455298328-0.0576944125742j) (-0.033805839113-0.0647766738385j) (-0.0386078796415-0.0664087765944j) (-0.036590875218-0.0622863579821j) (-0.0297656795341-0.0512159065695j) (-0.0224020625371-0.0381178264572j) (-0.0135155680926-0.0197029677851j)
