(-0.00233758713911+0j) (-0.00372276661379+0j) (-0.000279788345642+0j) (0.00493313191902+0j) (-0.00268041442962+0j) (-0.00266043948858+0j) (-0.00189147702748+0j) (-0.00363783161038+0j) (-0.00377731027188+0j) (0.00332512518519+0j) (0.00504445330641+0j) (0.00507914027738+0j) (-0.00350787066682+0j) (-4.26152142232e-05+0j) (0.00160511649392+0j) (-0.00679344531575+0j) (-0.00719808487728+0j) (0.0033178936095+0j) (-0.00471480397703+0j) (-0.00359567604014+0j)
(0.00773195862133-0.0106720206613j) (0.01539204759-0.0220159737713j) (0.0221635740772-0.0319197800117j) (0.0284533170078-0.0411160618234j) (0.0347962353422-0.0500912627353j) (0.0394160656269-0.0573597264376j) (0.0437797479511-0.063003056565j) (0.0468746180997-0.0672621498767j) (0.0497316008143-0.071034670606j) (0.0508070357373-0.072365368805j) (0.0506389785249-0.07243179851j) (0.0487573538722-0.0705035934503j) (0.054185074099-0.0780304493138j) (0.035827798976-0.0500208840561j) (0.0377994023976-0.0562832809512j) (0.0335130565523-0.0485214162131j) (0.0271701955119-0.0398936850507j) (0.0207280347174-0.0309897780561j) (0.0137578641709-0.0209143599378j) (0.00663777486512-0.0102387397245j)
(0.0113756501481-0.00465475011365j) (0.0216822792805-0.00735426662417j) (0.0314451360937-0.0111789911608j) (0.040410901491-0.0145963126791j) (0.0505908557334-0.0175205948825j) (0.058096151934-0.0199119085039j) (0.0642969888864-0.0226196313521j) (0.0703022636418-0.0240350598349j) (0.0732471084152-0.0263891099947j) (0.0755966119125-0.0259590382517j) (0.0757289733736-0.0258812415969j) (0.074175204939-0.0256002521019j) (0.0804809557601-0.0280479835992j) (0.0549669325281-0.0182338107441j) (0.0586745691727-0.0207647703765j) (0.0506080139449-0.0173406086486j) (0.0407542746572-0.0137146700111j) (0.0315065976319-0.0114163309141j) (0.0219703069749-0.00735629450787j) (0.0112958581346-0.00301348054505j)
(0.0120184984067-0.00167511362974j) (0.0237440360798+0.000526296494586j) (0.0343647733531-0.000247452505003j) (0.0440507945195-0.00089523970912j) (0.0546244020666-0.000897522976054j) (0.0638650459074-0.000203600920899j) (0.0714411169487-0.000182303206773j) (0.0761501366384-0.000553424843001j) (0.0789196392485-0.00203339997121j) (0.0818225050181-0.00130908346391j) (0.0813666896192-2.57734705466e-05j) (0.0794370314303-0.00130432561019j) (0.0858879939842-0.00234664801748j) (0.0584531735163+4.38264610425e-05j) (0.0621876941249-0.000420478213125j) (0.0533010195249+0.00123210283809j) (0.043635565499+0.000659268526474j) (0.0346111684368-3.77591491372e-05j) (0.0221667748491+0.00172147158341j) (0.0111791046898-8.71258102454e-05j)
(0.012323603984-0.0017357889747j) (0.0262984290794-0.00140138810309j) (0.0415548961631-0.00406516152731j) (0.0528670907756-0.0021579416473j) (0.0649248238325-0.00251940189999j) (0.0762839742905-0.00373592862256j) (0.0861690166473-0.00271803326392j) (0.0922988393385-0.00465675741989j) (0.0931085969623-0.0028520143308j) (0.0964843355441-0.00247111510736j) (0.0971909293083-0.0027104733398j) (0.0934350263058-0.00231325062648j) (0.102564417294-0.00387998886611j) (0.0660156729797+0.000480564692988j) (0.0702504270378-0.000470862290282j) (0.0600073846507+0.000112237598907j) (0.0491807246418-0.000120473909616j) (0.0378778172708-0.00132334245173j) (0.0261707111321+3.22639977654e-05j) (0.0127521658683+0.00108658474841j)
(0.00854355202602-0.00117769485793j) (0.0186647401048-0.00165208436016j) (0.0297693560477-0.00387876492096j) (0.0392041433571-0.00359391047911j) (0.047383557302-0.00166046695111j) (0.0576093367943-0.00243247393089j) (0.0635795452639-0.00117398558254j) (0.0688049839974-0.00316475876515j) (0.0720486471351-0.00159798270791j) (0.0727019833118-0.00135378152222j) (0.0724640150717-0.00306148021788j) (0.0721033432234-0.000908129328797j) (0.0782011693352-0.00369623354687j) (0.0509740497721-0.00153536085187j) (0.0546954617858-0.0019599688002j) (0.046025527394-0.003832637409j) (0.0389559684797-0.00229173438269j) (0.0289008128455-0.00337814123383j) (0.0227616786296-0.0035963990823j) (0.00976828787299-0.00139276162421j)
(0.00504348944399-1.96166533154e-05j) (0.0122553638642-0.000106414312837j) (0.0216280914149-0.000894255587753j) (0.0284748191666+0.000288671274796j) (0.0349222462268+0.00151074033996j) (0.0426545610198+0.00200881484446j) (0.0470352670507+0.00362854325746j) (0.0499394077247+0.00224445284947j) (0.0554009570536+0.00268712027321j) (0.0548439532581+0.00281963112385j) (0.0552653389179+0.00236565491534j) (0.0553188918964+0.00187783687128j) (0.060879117511+0.00112630946411j) (0.0404100783091-0.00129489429827j) (0.0437577360474-0.000509984953246j) (0.0388954644519-0.00239494906459j) (0.0304940431338-0.00158834630932j) (0.0241743470391-0.00259602646226j) (0.0171671920838-0.00305321449402j) (0.00812495710615-0.00216351492828j)
(0.00806264005813+0.000216710837546j) (0.0125720100329-0.0020481671746j) (0.022024786323-0.002147657706j) (0.0271745487121-0.00202546661195j) (0.0351321822382-0.00294845989251j) (0.0420606526293-0.00278539802553j) (0.0463004971324-0.00199634528712j) (0.0485149675991-0.00160164900355j) (0.0525328217809-0.00275464068642j) (0.0513341671588-0.00249132827796j) (0.0536044747496-0.00295769629505j) (0.0528284305071-0.0051751660637j) (0.0572453510505-0.00255402122605j) (0.0381610767412-0.00489788910413j) (0.0421769573214-0.00479801072974j) (0.0367555537486-0.0061422314907j) (0.0301060822302-0.00500593334518j) (0.0235154619527-0.00325779264645j) (0.0143035825371-0.00247151395839j) (0.00756407042578-0.00206062683173j)
(0.00718098678465-0.00162900610111j) (0.0128809523132-0.00142636220073j) (0.0207025416119+0.00164612646578j) (0.0257574603067+0.000494242987463j) (0.0319337996708+0.00133627314662j) (0.0412249836728+0.000993101110341j) (0.0451718636282+0.00143422863678j) (0.0494854727835+0.00287505802893j) (0.0515130047412+0.00223394680094j) (0.0530580550212-0.000342780050171j) (0.055146684868+0.000505531842687j) (0.0552510734268-0.00124936683358j) (0.0583556218904+0.00324822331398j) (0.0443009933753-0.00163692024901j) (0.0440987133218-0.00139792665712j) (0.0390415579175-0.000134300396697j) (0.0326931938954-0.000972126273794j) (0.0247481365592-0.000502569636855j) (0.0153857070546-0.000913257545386j) (0.00640147806286-0.00128440386236j)
(0.00605596616717-0.00115786225637j) (0.0114221676389-0.000865244176449j) (0.0175155087501+0.00281586980249j) (0.0248112025266+0.00130925736297j) (0.0285282180253+0.00408233948113j) (0.0360854460903+0.00354781327583j) (0.0401327925497+0.00341064347024j) (0.0444120306709+0.00297731182329j) (0.0471924813512+0.00492306130292j) (0.0469201207567+0.00239699966402j) (0.0481019476785+0.00299821109447j) (0.0478474604274+0.00244182313968j) (0.0501278928335+0.00590039513473j) (0.0380518430126+0.0040984596397j) (0.0365999671284+0.00374208476961j) (0.0325939754284+0.00448963506971j) (0.0259833021402+0.0026251029538j) (0.0199835889763+0.00336273341608j) (0.0125528295246+0.00141809358711j) (0.00556951284425-0.00115962948266j)
(0.00506720190337-0.00163193146271j) (0.00958040072109-0.00231878082495j) (0.0139154070118-0.00287804849036j) (0.0183914412147-0.00225075966133j) (0.0233723115664-0.00174286622795j) (0.0275599154452-0.00308493867605j) (0.0304289601253-0.00201197937698j) (0.0320972561599-0.00276693592416j) (0.0355038751901-0.00150538625595j) (0.0341619158955-0.000519004867239j) (0.0334110672353+2.10534832473e-05j) (0.0316780845088-0.000631788038045j) (0.0319245682678-7.25489114758e-05j) (0.0201624596927-5.93166410436e-05j) (0.0212828393049-0.000691901612185j) (0.0171996701802-0.000253288059766j) (0.0150748317405-0.00135257215815j) (0.0105569306853-0.000893771571092j) (0.00602712514861-0.00318127464471j) (0.00423402255473-0.00237998163798j)
(0.0025856940265-0.00255637509325j) (0.00657512872432-0.00339833461452j) (0.010797650875-0.00321289244907j) (0.0122650456189-0.00304489896859j) (0.0166585469297-0.00278277102622j) (0.0176860918127-0.00219272663903j) (0.0239373123769-0.000194213465787j) (0.0270183958416-0.00129994518045j) (0.028709125104-0.00428644407167j) (0.0260594876543-0.00365692379356j) (0.0281235183705-0.00349698512942j) (0.0280887099026-0.00379577659716j) (0.0260663807203-0.00293286593895j) (0.0191098935038-0.00508887382425j) (0.0191990042852-0.00482574324483j) (0.0160231949109-0.00562945114575j) (0.012631625685-0.00493861675723j) (0.00967259035086-0.00435866991526j) (0.00590363286038-0.0042774020724j) (0.00260795621375-0.00431109362424j)
(0.00299410318254-0.00148645344524j) (0.00578751064612-0.00293279155922j) (0.00957189624901-0.000980160747534j) (0.0113147403479-0.00131349112853j) (0.015603102499-0.00123373151284j) (0.0154299066106+0.000129154794663j) (0.0223446130912+5.00650299207e-05j) (0.0227492860942+0.000801047091915j) (0.0247177581617-0.00328251814633j) (0.0227528556195-0.0032942198938j) (0.0266826925488-0.00354573924356j) (0.0253757295139-0.0058574672901j) (0.0236961217132-0.00435212555928j) (0.0201274852555-0.0070804216216j) (0.0190003828535-0.00800969968004j) (0.0170339859117-0.00685722992342j) (0.0134273896989-0.0067638259177j) (0.0110739919595-0.00593576658601j) (0.00544757102914-0.00398019764669j) (0.0031409453032-0.00496784573948j)
(0.00358160531075+0.000129731151835j) (0.00500527532111+0.000131361087502j) (0.00768787524172+0.00288264469402j) (0.00937013709319+0.00313852800049j) (0.0144320802673+0.00350532221j) (0.0156339715045+0.00369808652362j) (0.0189367524006+0.000836892796449j) (0.0191625891114+0.00410824323796j) (0.0218371833478+0.00192753557437j) (0.0203142826596+0.00166195296929j) (0.0209327686447-0.000256072802486j) (0.0215470894964-0.000775528563176j) (0.0199811712-0.00196704778778j) (0.0168630907066-0.00513891723429j) (0.0169182132283-0.00506599234846j) (0.0135172306006-0.00575759851771j) (0.00963028676397-0.00521770817165j) (0.00877194596816-0.00517173252624j) (0.0045458477584-0.00333598286191j) (0.0024038543336-0.00347333387296j)
(0.00358942793414-0.00159952924756j) (0.00551563933496+0.000797135022951j) (0.00931201996581+0.00108754039154j) (0.0146231206191+0.001387152144j) (0.0196597203783+0.00332977239634j) (0.0253058772009+0.00369230161944j) (0.0244893746371+0.00186382775348j) (0.0275506364773+0.00295234185024j) (0.0296565269584+0.00126492916165j) (0.0305875590141+0.00089780802768j) (0.0295486917853+0.000123296632124j) (0.0293108950802+0.00013389616738j) (0.0314504446369-0.00199192094441j) (0.0220039490219-0.00415899763277j) (0.0235106742846-0.00346565550526j) (0.0203541778304-0.00385488236407j) (0.0134969025194-0.00555911687282j) (0.00923569735687-0.00580785432016j) (0.00779166090742-0.00370746888208j) (0.00364368580125-0.0031712958045j)
(0.00595704215007-0.00467178531695j) (0.00649930213569-2.19528152072e-05j) (0.00759956183017+0.000737656630487j) (0.017689717825-0.00191640029489j) (0.0240857369476-0.000398777272288j) (0.0280576567908+0.00127588881157j) (0.0312753440032+3.58374152961e-05j) (0.03455124049+0.00243190328914j) (0.0382762766998+0.000621985537337j) (0.0398236517462+0.000376433748246j) (0.0415230828535+0.00340986052484j) (0.0402694723154+0.000850459238763j) (0.0422283569841-0.00050893030047j) (0.0287801022839+0.000786030545433j) (0.032248376107+0.00169900324533j) (0.0295948784681+0.00143920279263j) (0.0199422099671-0.00332274379646j) (0.0150010000152-0.00329357863018j) (0.010052055022+0.000719549219371j) (0.00451469578624-0.00142830855967j)
(0.00625211113844-0.00229382198171j) (0.00798289815966+0.00237566176665j) (0.00967976638434+0.00298251437229j) (0.0162930424905+0.00273737218268j) (0.0218269229389+0.00211776774907j) (0.0238256823654+0.00241081426631j) (0.0251972902455+0.00300787000842j) (0.0266876137258+0.00354515671748j) (0.0297781246507+0.00372631400581j) (0.031493173309+0.00366463040195j) (0.029215362128+0.00321914750553j) (0.0266425091258+0.00317267401736j) (0.0271089936783-0.00104188328443j) (0.0167910124946-0.00153074774655j) (0.0173401756692-0.000876201704887j) (0.0165291693461-0.000826698631882j) (0.0104747645454-0.00371962541777j) (0.007095139844-0.00513268906608j) (0.0033284376007-0.00121841489783j) (-0.000169506698183-0.0018107273034j)
(0.00375753374237-0.000948409993907j) (0.00531104366712+0.000623261156177j) (0.00775915708336+0.00238599922622j) (0.0114181708423+0.00404270960463j) (0.0165411279043+0.00240167776993j) (0.0182661333079+0.00323515870307j) (0.0193664994272+0.00354824048039j) (0.0197415129901+0.00200447714339j) (0.0204085376556+0.00507445636588j) (0.0210018982471+0.00495430063037j) (0.0210046874026+0.000763891735089j) (0.0182015320726+0.0004099813734j) (0.0193873131227-0.00222960755315j) (0.0142827576864-0.00251423143715j) (0.013293431094-0.00299809871125j) (0.0106477807222-0.00338617940743j) (0.00717673566281-0.00566307762894j) (0.00421843562587-0.00663941579422j) (0.0029393886846-0.00325079939205j) (-5.82540776266e-05-0.00206500221092j)
(0.00314478367942+0.00064120838659j) (0.00373927911667+0.00107530439636j) (0.00789515167315+0.00276545768823j) (0.00959447421053+0.00542321344642j) (0.0125571457422+0.00578397392721j) (0.0144725183021+0.00646964061148j) (0.0209209608376+0.00574531467046j) (0.0211692512223+0.00274985431033j) (0.0200982378959+0.00605563260377j) (0.0218147818061+0.00266416798723j) (0.0254037065142+0.000680209856805j) (0.0231062776804-0.00203029275861j) (0.02329475513-0.00138530590406j) (0.0195843563944-0.00695995325872j) (0.0180422407672-0.0069674386474j) (0.0152727203137-0.00758356926173j) (0.0129583903318-0.00629846955343j) (0.00651587599904-0.00619020092005j) (0.00666113567429-0.0038155568921j) (0.00209287384487-0.00355413450618j)
(0.00214106224683+0.000231608056542j) (0.00400391870448+0.00368394980307j) (0.0102984886353+0.00308629334414j) (0.0108436551225+0.00519537011037j) (0.0134610218907+0.00673009199655j) (0.0145600797919+0.00539143588332j) (0.0177465778106+0.00352489518501j) (0.019357265864+0.00399412634004j) (0.0200272376746+0.00602942656959j) (0.0220518350659+0.00188462331521j) (0.0230796065188+0.00182842257771j) (0.0237355518471+0.00292865419034j) (0.0250904824317+0.00387317128852j) (0.0165130421999-0.000183147998527j) (0.016601181801-0.00217554562743j) (0.0137407021051-0.00169090928695j) (0.0125685509347-0.000173866951787j) (0.00646898722138-0.00111014281082j) (0.00436371496024-0.00145160241167j) (0.00356055159705-0.000636694611064j)
(-0.00194505310457-0.00197459926192j) (-0.00295767258587-0.00333157277676j) (-0.00113324133622-0.00287920471886j) (-0.000193634234537-0.00301409246537j) (0.00146741898098-0.000589365701045j) (0.00504524150122-0.00224242734554j) (0.00919920197046-0.00190181564765j) (0.0137046391773-0.0010188204424j) (0.0156365150089+0.00100876511065j) (0.0191395824653+0.00187190493409j) (0.0219080145052+0.00219175256861j) (0.020430006952+0.00526166220262j) (0.0225267969444+0.00607878905372j) (0.0210909959265+0.00852185251087j) (0.0197152407861+0.00593066241813j) (0.0176773377313+0.00600465863271j) (0.0165924082101+0.00710649470577j) (0.0107171444002+0.00406354121581j) (0.00763939914476+0.0058404269156j) (0.00593715682641+0.00164422661008j)
(0.000390242673955-0.00324062394142j) (-0.00014023953852-0.0048680277222j) (0.00285796771689-0.00584827090917j) (0.00551890211578-0.00635567121957j) (0.0109604877017-0.00295854882342j) (0.0135452257316-0.00403463744114j) (0.015417456072-0.00285142925058j) (0.0231904889861-0.000524267356566j) (0.0262755096391-0.00112233247139j) (0.0255918721392+0.000234065917333j) (0.02845108558-0.000657207734273j) (0.0228467817224+0.00355318923839j) (0.0241788657737+0.00386347069883j) (0.0213090526374+0.00402651380915j) (0.0182936926528+0.00504369440802j) (0.015236249005+0.00549609733653j) (0.0126631254896+0.00693597552202j) (0.0106869648348+0.00396512421696j) (0.00688893545763+0.00229313501468j) (0.00446966856313-0.00179619035547j)
(-0.000277727891722-0.00220635934852j) (0.000775165421611-0.000113031026722j) (0.00631791324654-3.86830780739e-05j) (0.0091327269439-0.00133678904707j) (0.00927164772079-0.00179447346869j) (0.012002764589+0.000316118376646j) (0.020822924184-0.00244145474318j) (0.0255069152592+0.00131161361957j) (0.0275409163104-0.00148200122302j) (0.027951978392+0.00417980902499j) (0.0333028787324+0.00172789377202j) (0.0315827290062+0.00618871683943j) (0.0332582943912+0.0051629063166j) (0.0261418886159+0.00039534961074j) (0.0270620394728-0.000257146993042j) (0.0222627190312+0.00148675256735j) (0.0194002329445+0.000264871114215j) (0.0129251496436-0.0014301550473j) (0.00978173516657-0.00427056443765j) (0.00455210755956-0.00389812679262j)
(5.65229598562e-05-0.00121952628328j) (0.00387154654332-0.00185317168768j) (0.00661071858326-0.00102081185486j) (0.00852097942756-0.00316227293718j) (0.00846424578371-0.0031727074429j) (0.0130104101957-0.000746011093097j) (0.0167014338472-0.00224313160983j) (0.0215876656316-0.00323516446107j) (0.0205193565678-0.00114101170517j) (0.0206838127783+0.00108646966889j) (0.0225037829051+0.00307483425174j) (0.0230166715788+0.00388855216368j) (0.0240101981752+0.00501076606909j) (0.0179536939703+0.0039365493888j) (0.0181225371828+0.00195467788339j) (0.0168296341432+0.00370278282452j) (0.0162309127171+0.00239952108508j) (0.00975350786784+0.00189789403669j) (0.00609826488385+0.000159114738056j) (0.00340380761976+0.00191695138258j)
(-0.00166236830168-0.00229050677585j) (0.0029922024337-0.00218829142816j) (0.00380670393513-0.00385012472916j) (0.0058530519787-0.00385305921379j) (0.00593386259911-0.00292741289076j) (0.00972508800155-0.00341090768438j) (0.00897961762943-0.00403393805787j) (0.0144283555533-0.00230691745643j) (0.014691597572-0.00145250711011j) (0.0127171637727+0.00141669252233j) (0.0137952928833+0.00499874551453j) (0.0158909855718+0.0048652216338j) (0.0153956057854+0.00645490250063j) (0.0169009528223+0.00434678640181j) (0.0163538094946+0.00540320109575j) (0.0133720249074+0.00497385599566j) (0.0126731176324+0.00573381350526j) (0.01140295172+0.00462895979015j) (0.00613362816965+0.0016902295964j) (0.00302670721029+0.00147616328759j)
(0.00174453794022-0.00415624729839j) (0.00241735852577-0.00651911206122j) (0.00445298840166-0.0101608341445j) (0.00481537311656-0.00967623264314j) (0.00625817166656-0.0123881609009j) (0.0101333194141-0.0122306683396j) (0.0109155342919-0.0120140553855j) (0.0140855184735-0.00917095196102j) (0.0183342367729-0.00430197247492j) (0.0171033824897+0.000238559234534j) (0.0155280151803+0.00464366245619j) (0.0174604793011+0.00750812100632j) (0.0152213900658+0.00997670231284j) (0.0138892739554+0.0160861274098j) (0.0128656698557+0.0161848125588j) (0.0110941293251+0.0133664186341j) (0.00813743435141+0.015655187679j) (0.00572282256448+0.0124572068561j) (0.00394078079101+0.00690057138819j) (0.000286674960467+0.00522067597241j)
(0.00444739209503-0.00021527163289j) (0.00312112401377-0.00335545533832j) (0.00789610722369-0.00690498235213j) (0.00754461049904-0.00539237881351j) (0.0114340920078-0.00446064720674j) (0.0161946242364-0.00769510488939j) (0.0164104712325-0.00566807083358j) (0.0194976509864-0.00273218265998j) (0.0258797786746-0.00100975868119j) (0.0286487458729+0.00180713980879j) (0.0318057053501+0.00347611172413j) (0.034598049962+0.00327738997547j) (0.0325916142811+0.00835072003593j) (0.030945852142+0.011242377194j) (0.0286378752341+0.0125959270681j) (0.0271871250466+0.00938165264273j) (0.0200313799816+0.0120019016603j) (0.0146398885725+0.011621126358j) (0.00899784069821+0.00475156314252j) (0.00317526967743+0.00257774966357j)
(0.00184078165001-0.000597137622542j) (-0.00268218913859-0.00353597184826j) (-0.00129389443851-0.00584522386487j) (-0.00230456573376-0.00208606366975j) (0.000637653173313-0.000574635362941j) (0.00427761700469+1.82289199585e-05j) (0.00539532156794-8.65936074388e-05j) (0.0099450504424+0.00277691444339j) (0.0160399972041-7.30941963859e-05j) (0.0158076374165+0.00221038926969j) (0.0217742206142+0.00189606445903j) (0.026276485084-0.00240207879745j) (0.0270745705944-0.000137635888072j) (0.0281263512592-0.00351755230687j) (0.0244831416614-0.00512039967254j) (0.0229919769079-0.00386225928875j) (0.0164552922825-0.00370711037519j) (0.0142852587919+0.000318543755426j) (0.0120342516938-0.00374836556789j) (0.00413616121918-0.000839715168069j)
(0.00653350612849-0.000786077664055j) (0.00504723048812+0.00211191686982j) (0.00900737316348+1.53061949516e-05j) (0.0131440876164+0.00492802574443j) (0.0175918314565+0.00634097788039j) (0.0201216750109+0.00720721829556j) (0.0231138560328+0.00683631341879j) (0.0277069267846+0.00590358241869j) (0.0269629239964+0.000483459169901j) (0.0222367174911+0.00346602005465j) (0.0220697106846-0.00230881158516j) (0.0205402310201-0.0040148999836j) (0.0178302436723-0.00388318047213j) (0.0137718504231-0.00683302220294j) (0.00880989961998-0.00903473412457j) (0.0070187396316-0.00759886460825j) (0.00468222250353-0.00452914429509j) (0.0040151150601-0.00418387283105j) (0.000657597414066-0.00741881683189j) (0.000578183331185-0.00283562736097j)
(0.00586574092916+0.0168058850222j) (-1.06995041171e-05+0.0332586598435j) (0.00633665359029+0.0468798084026j) (0.0110166444657+0.0571109880514j) (0.0176050370837+0.0636365394782j) (0.0192267734268+0.0642342376345j) (0.0228307170182+0.0603010785915j) (0.0274935560953+0.0477813277504j) (0.0333524915299+0.0308912504311j) (0.0326301490126+0.0111706343403j) (0.035405811694-0.0105714922467j) (0.0351462956109-0.026731418911j) (0.0350593285191-0.0361863122512j) (0.0264528667485-0.0577499512092j) (0.0247168920891-0.0584661667253j) (0.0147413430163-0.0596360906474j) (0.0171872942084-0.0552931239661j) (0.010588991796-0.0457466400709j) (0.00438672790677-0.038840073949j) (0.00497938721601-0.0197206061548j)
(0.000135940654775+0.00382006849364j) (-0.00612700536118+0.00937056544168j) (-0.00338731180612+0.0183016709985j) (-0.00136724844129+0.0220943690589j) (0.00555136556581+0.0252726108689j) (0.00873512191556+0.0281293852708j) (0.011709285052+0.0241663816767j) (0.0166521920258+0.0238520533885j) (0.0265279559312+0.0160654997623j) (0.0273599682479+0.00496558949581j) (0.0290364220906-0.000339559111336j) (0.0308480883723-0.0087967768745j) (0.033365888584-0.0115665174237j) (0.0212436271223-0.0195765831283j) (0.0202307489547-0.018863673113j) (0.0148195591565-0.0195319863216j) (0.0154297191599-0.0196471272342j) (0.00547323933014-0.0146736287j) (0.00198881245485-0.0136202118995j) (0.00152332671652-0.00848527000378j)
